Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Owned By,Owned By,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status
136176157,"User able to view the bus, route and driver information before updating a new bus schedule",bus schedule,2,"Dec 1, 2016","Dec 21, 2016",feature,1,accepted,"Dec 15, 2016","Dec 11, 2016",,Wong Jun Xiang,"User can select the view information to view bus , route and driver information",https://www.pivotaltracker.com/story/show/136176157,Wong Jun Xiang,,,Able to show bus information ,completed,Able to show route information,completed,Able to show driver information,completed
136176249,"User able to view the bus, route and driver information before adding a new bus schedule",bus schedule,2,"Dec 1, 2016","Dec 21, 2016",feature,1,accepted,"Dec 15, 2016","Dec 11, 2016",,Wong Jun Xiang,"User can select the view information to view bus , route and driver information",https://www.pivotaltracker.com/story/show/136176249,Wong Jun Xiang,,,Able to show bus information ,completed,Able to show route information,completed,Able to show driver information,completed
136174743,Edit staff record ,staff maintenance,2,"Dec 1, 2016","Dec 21, 2016",feature,2,accepted,"Dec 15, 2016","Dec 15, 2016",,hockseng93,allow staff to update their information if there has any changes,https://www.pivotaltracker.com/story/show/136174743,hockseng93,,,retrieve staff record,not completed,ID cannot be update,not completed
136174791,Delete Staff record,staff maintenance,2,"Dec 1, 2016","Dec 21, 2016",feature,2,accepted,"Dec 15, 2016","Dec 15, 2016",,hockseng93,delete the staff record if the staff no longer exist,https://www.pivotaltracker.com/story/show/136174791,hockseng93,,,retrieve staff record,not completed
136174683,User able to view route details,route maintaenance,2,"Dec 1, 2016","Dec 21, 2016",feature,2,accepted,"Dec 15, 2016","Dec 15, 2016",,Tan Sze Hui,View route details so that staff can get to know the information,https://www.pivotaltracker.com/story/show/136174683,Tan Sze Hui,,,Able to show the existing data,not completed,Able to search by choosing the departure station and end station,not completed,Able to clear the station departure and station end by clicking reset button,not completed
136175975,Print bus ticket,ticket selling,2,"Dec 1, 2016","Dec 21, 2016",feature,2,started,"Dec 15, 2016",,,sam_yschai,Allow user to print out a ticket receipt after payment is made,https://www.pivotaltracker.com/story/show/136175975,sam_yschai,,,Display bus ticket layout,not completed
136176047,User able to view the specific year of the month in monthly report by adding year,report,2,"Dec 1, 2016","Dec 21, 2016",feature,1,started,"Dec 15, 2016",,,Wong Jun Xiang,Unable to show the specific report by the year of the month,https://www.pivotaltracker.com/story/show/136176047,Wong Jun Xiang,,,Allow user to select year,not completed
136176297,User able to do password recovery,"",2,"Dec 1, 2016","Dec 21, 2016",feature,3,started,"Dec 15, 2016",,,arthuryangzheng,Password recovery features for user,https://www.pivotaltracker.com/story/show/136176297,arthuryangzheng,,
136182555,User able to delete bus record,bus maintanance,2,"Dec 1, 2016","Dec 21, 2016",feature,2,started,"Dec 15, 2016",,,Wong Jun Xiang,Delete the busf record if the bus is no longer exist,https://www.pivotaltracker.com/story/show/136182555,Wong Jun Xiang,hockseng93,Tan Sze Hui,Unable to delete if the bus is on schedule,completed
136183357,User able to update bus record ,bus maintanance,2,"Dec 1, 2016","Dec 21, 2016",feature,2,started,"Dec 15, 2016",,,Wong Jun Xiang,Allow staff to update the bus information if any changes,https://www.pivotaltracker.com/story/show/136183357,Wong Jun Xiang,hockseng93,Tan Sze Hui,retrieve bus record by double click on the table,completed,bus ID cannot be update,completed
